IDStudent;IDClass;TextNumber;D3JOLF;D3JOLR;D3Restudy
8I5F;3tt1;6;60;60;0
9T4F;3tt1;1;80;80;0
9T4F;3tt1;2;60;60;1
9T4F;3tt1;3;60;60;0
9T4F;3tt1;4;60;80;0
9T4F;3tt1;5;80;80;0
9T4F;3tt1;6;80;80;0
12T4F;A3A;1;60;60;1
12T4F;A3A;2;60;60;0
12T4F;A3A;3;999;999;0
12T4F;A3A;4;999;999;0
12T4F;A3A;5;999;999;0
12T4F;A3A;6;999;999;0
14I3F;A3A;1;100;100;0
14I3F;A3A;2;80;60;1
14I3F;A3A;3;80;80;0
14I3F;A3A;4;60;60;0
14I3F;A3A;5;999;999;0
14I3F;A3A;6;999;999;0
16C3F;A3A;1;40;60;0
16C3F;A3A;2;40;20;1
16C3F;A3A;3;60;40;0
16C3F;A3A;4;60;80;0
16C3F;A3A;5;40;80;0
16C3F;A3A;6;40;40;0
18T2F;A3A;1;999;999;0
18T2F;A3A;2;80;60;0
18T2F;A3A;3;80;40;0
18T2F;A3A;4;80;60;1
18T2F;A3A;5;100;80;0
18T2F;A3A;6;999;999;0
20I1F;A3A;1;999;999;0
20I1F;A3A;2;999;999;0
20I1F;A3A;3;60;40;0
20I1F;A3A;4;80;60;0
20I1F;A3A;5;80;40;1
20I1F;A3A;6;80;60;0
22C6F;A3A;1;80;80;0
22C6F;A3A;2;60;40;0
22C6F;A3A;3;80;80;0
22C6F;A3A;4;80;100;1
22C6F;A3A;5;80;80;0
22C6F;A3A;6;100;100;0
23I6F;A3A;1;100;80;0
23I6F;A3A;2;60;60;1
23I6F;A3A;3;60;80;0
23I6F;A3A;4;80;80;0
23I6F;A3A;5;100;100;0
23I6F;A3A;6;80;100;0
24T4F;A3A;1;40;80;0
24T4F;A3A;2;40;0;1
24T4F;A3A;3;999;999;0
24T4F;A3A;4;80;60;0
24T4F;A3A;5;999;999;0
24T4F;A3A;6;60;60;0
26I6F;A3A;1;60;80;0
26I6F;A3A;2;999;999;0
26I6F;A3A;3;60;40;0
26I6F;A3A;4;999;999;0
26I6F;A3A;5;80;80;0
26I6F;A3A;6;80;60;1
4C4F;A3A;1;60;40;0
4C4F;A3A;2;60;60;0
4C4F;A3A;3;60;60;0
4C4F;A3A;4;80;80;0
4C4F;A3A;5;60;40;1
4C4F;A3A;6;100;100;0
7C5F;A3A;1;80;100;0
7C5F;A3A;2;60;60;1
7C5F;A3A;3;60;80;0
7C5F;A3A;4;80;80;0
7C5F;A3A;5;100;100;0
7C5F;A3A;6;60;80;0
9T3F;A3A;1;60;40;0
9T3F;A3A;2;40;40;0
9T3F;A3A;3;80;60;0
9T3F;A3A;4;60;40;1
9T3F;A3A;5;999;999;0
9T3F;A3A;6;999;999;0
11I5F;H3A;1;20;40;1
11I5F;H3A;2;20;40;1
11I5F;H3A;3;999;999;1
11I5F;H3A;4;999;999;1
11I5F;H3A;5;60;80;0
11I5F;H3A;6;60;60;0
15T1F;H3A;1;999;999;1
15T1F;H3A;2;999;999;1
15T1F;H3A;3;999;999;1
15T1F;H3A;4;999;999;1
15T1F;H3A;5;999;999;1
15T1F;H3A;6;20;40;1
16C6F;H3A;1;40;40;1
16C6F;H3A;2;40;20;0
16C6F;H3A;3;60;40;1
16C6F;H3A;4;20;0;0
16C6F;H3A;5;40;20;1
16C6F;H3A;6;40;40;1
20I3F;H3A;1;0;20;1
20I3F;H3A;2;20;20;1
20I3F;H3A;3;40;40;1
20I3F;H3A;4;40;40;1
20I3F;H3A;5;999;999;1
20I3F;H3A;6;999;999;1
22C2F;H3A;1;20;20;1
22C2F;H3A;2;60;60;0
22C2F;H3A;3;20;20;1
22C2F;H3A;4;60;40;0
22C2F;H3A;5;40;60;0
22C2F;H3A;6;40;20;1
27T6F;H3A;1;40;20;0
27T6F;H3A;2;999;999;1
27T6F;H3A;3;999;999;1
27T6F;H3A;4;20;20;1
27T6F;H3A;5;20;20;1
27T6F;H3A;6;40;40;0
28C2F;H3A;1;20;20;1
28C2F;H3A;2;60;40;0
28C2F;H3A;3;20;20;1
28C2F;H3A;4;40;60;0
28C2F;H3A;5;60;40;0
28C2F;H3A;6;20;20;1
2I4O;H3A;1;999;999;1
2I4O;H3A;2;999;999;1
2I4O;H3A;3;999;999;1
2I4O;H3A;4;60;60;0
2I4O;H3A;5;20;20;0
2I4O;H3A;6;999;999;1
4C6O;H3A;1;40;40;1
4C6O;H3A;2;40;60;0
4C6O;H3A;3;20;20;1
4C6O;H3A;4;60;60;0
4C6O;H3A;5;20;40;0
4C6O;H3A;6;20;20;1
5I1F;H3A;1;40;60;1
5I1F;H3A;2;60;80;0
5I1F;H3A;3;60;80;0
5I1F;H3A;4;40;40;1
5I1F;H3A;5;80;80;0
5I1F;H3A;6;60;60;0
6T4O;H3A;1;999;999;1
6T4O;H3A;2;999;999;1
6T4O;H3A;3;20;40;0
6T4O;H3A;4;60;80;0
6T4O;H3A;5;999;999;1
6T4O;H3A;6;40;60;0
9T5F;H3A;1;20;20;1
9T5F;H3A;2;40;20;0
9T5F;H3A;3;999;999;1
9T5F;H3A;4;999;999;1
9T5F;H3A;5;40;40;0
9T5F;H3A;6;20;0;1
